"","gene_id","seqnames","baseMean","lfcSE","stat","pvalue","padj","l2fc","sex","region"
"1","FBgn0000003","3R",742.943582623874,0.33416758483917,0.185300559000466,0.85299329960352,0.940600639385664,0.0619214402705337,"u","A"
"2","FBgn0000008","2R",2178.59028925677,0.0776161324051558,-0.469471930506883,0.638732343963301,0.82909963079158,-0.0364385955187264,"u","A"
"3","FBgn0000015","3R",2.24398866069286,0.847691534235446,-0.720217962630314,0.471390805948281,0.721873688504188,-0.610522669726018,"u","A"
"4","FBgn0000017","3L",15622.151156459,0.0777103157864806,0.916574360115732,0.359365725135794,0.631094341205922,0.071227282966385,"u","A"
"5","FBgn0000018","2L",284.385431729845,0.0504798908743304,-1.36056537326613,0.173651080536495,0.419551150785254,-0.0686811915698668,"u","A"
"6","FBgn0000024","3R",46229.9776437582,0.0964930188111689,0.50243058482372,0.615364669389695,0.816401862412315,0.0484810438727018,"u","A"
"7","FBgn0000028","X",3253.65654383574,0.0906349233512067,-3.66416835688527,0.000248143532114127,0.00279002143688551,-0.332101618172214,"f","X"
"8","FBgn0000032","3R",1012.49807694825,0.0361722833626928,-0.0654790577548201,0.947792580037518,0.980653593588347,-0.00236852703142948,"u","A"
"9","FBgn0000036","3R",18925.1286780524,0.0820253470045916,0.5925712595794,0.553468118012715,0.778875566275432,0.0486058631919482,"u","A"
"10","FBgn0000037","2R",13789.1511938024,0.0808503218057903,0.55680998732659,0.577657259440884,0.793139080116576,0.0450182666600328,"u","A"
"11","FBgn0000038","3L",66627.2834220936,0.0786949164501835,-0.241499484247269,0.809168016167159,0.921140043011712,-0.0190047817356012,"u","A"
"12","FBgn0000039","3R",9286.06565724612,0.029453094788794,2.62818039743457,0.00858429786284907,0.0516725854811602,0.0774080463676905,"u","A"
"13","FBgn0000042","X",70005.9725219857,0.029265300790941,4.43880878197324,9.04581373043008e-06,0.000148261761033414,0.129903074157917,"m","X"
"14","FBgn0000043","2R",2491.88011252974,0.0287633438246967,1.45910847929168,0.14453525281047,0.377291372254024,0.041968838867397,"u","A"
"15","FBgn0000044","2R",621.187406254174,0.250012718034341,-1.45773857097477,0.144912616056456,0.377975997021365,-0.364453182312899,"u","A"
"16","FBgn0000045","3L",1908.87779883336,0.116566748865373,6.2130047665591,5.1980871941264e-10,1.78590484332885e-08,0.724229766322862,"m","A"
"17","FBgn0000046","3R",74.309511188448,0.191189322048275,-0.798807213152948,0.424402207380094,0.686723292656094,-0.152723409529984,"u","A"
"18","FBgn0000047","3R",85.0756352637303,0.467802567762598,-1.41839719843524,0.156074833096265,0.394283611308527,-0.663529851535281,"u","A"
"19","FBgn0000052","2L",1371.00265736232,0.0627433871871678,-1.97720999933164,0.0480178978023491,0.184917960010125,-0.124056852538405,"u","A"
"20","FBgn0000053","2L",1114.20160510535,0.0843305597158184,-1.6955196679991,0.0899768824273386,0.280836308974566,-0.142984122611542,"u","A"
"21","FBgn0000055","2L",108784.58799345,0.0628434316539859,-1.54773096552942,0.121687083474082,0.339750551052822,-0.0972647251510057,"u","A"
"22","FBgn0000056","2L",453.200393356441,0.0793364089951364,0.222098877019805,0.824236912039128,0.927773170548308,0.0176205273446037,"u","A"
"23","FBgn0000057","2R",1947.00711640676,0.0328438750174428,3.05510805976181,0.00224979446233507,0.0179827316527896,0.100341587279599,"m","A"
"24","FBgn0000063","3R",195.25088505062,0.056939895590473,0.40019290881985,0.689014437145683,0.859350145279981,0.0227869424442499,"u","A"
"25","FBgn0000064","3R",64351.8216084078,0.0187483598695051,6.60508187612536,3.97297705561844e-11,1.57652840999409e-09,0.123834451981144,"m","A"
"26","FBgn0000071","3R",81.6663336385247,0.194297518138046,-3.26916289503614,0.00107866183391149,0.00979165200535977,-0.635190236894512,"f","A"
"27","FBgn0000075","2L",166.627304232664,0.0814491082247814,1.27902021979689,0.200889935680404,0.456969044103045,0.10417505630392,"u","A"
"28","FBgn0000077","X",902.979286719629,0.0492692775624722,0.569581490551962,0.568961585401999,0.788807403567488,0.0280628685524513,"u","X"
"29","FBgn0000078","2R",207.006317132557,0.330687782526426,-1.62936508874235,0.103235754710713,0.307166890200069,-0.538811128122181,"u","A"
"30","FBgn0000079","2R",254.417428619714,0.398329689067491,0.198721619582096,0.842480511318211,0.935342941788722,0.0791567209391243,"u","A"
"31","FBgn0000083","3R",9466.83048587757,0.080792871281083,0.0974955672013582,0.922332854322601,0.971433544472292,0.00787694681137551,"u","A"
"32","FBgn0000084","X",12319.5994670281,0.0687549842353755,-3.98995345989619,6.60862611371405e-05,0.000871580806503531,-0.274329187235045,"f","X"
"33","FBgn0000092","X",48.4188282281474,0.120478823804713,1.83131465651494,0.0670535912712271,0.23201972962385,0.220634635833252,"u","X"
"34","FBgn0000097","2L",2552.56181945469,0.0960579641967306,-0.186582561582523,0.851987940472575,0.940071506657433,-0.0179227410202283,"u","A"
"35","FBgn0000100","3L",33159.7775134486,0.0617513362195093,-0.959585780424435,0.337263728407066,0.610253241844857,-0.0592557041584495,"u","A"
"36","FBgn0000108","X",136101.434057149,0.0772414797179141,-0.0633449776739165,0.949491800650084,0.981752795006022,-0.00489285980823155,"u","X"
"37","FBgn0000109","3L",234.583973691136,0.068886618215453,-0.352951655044816,0.724124684560863,0.876459213728578,-0.0243136459095845,"u","A"
"38","FBgn0000114","2L",3962.14624814813,0.0582871145107306,-0.714621078351045,0.474843216486998,0.724381440079255,-0.0416532006256291,"u","A"
"39","FBgn0000115","3L",1084.6585297148,0.0560339478352432,-1.30745716932525,0.191057492145824,0.444360107268376,-0.0732619868227855,"u","A"
"40","FBgn0000116","3L",7383.14151231726,0.0345951407004894,1.40271367806482,0.160702236871167,0.400604345440597,0.0485270770551534,"u","A"
"41","FBgn0000117","X",35345.563319475,0.0271487257992018,-1.44195463894097,0.149315170645061,0.384726823775228,-0.0391472311074955,"u","X"
"42","FBgn0000119","2R",3200.58818046193,0.0557756062167115,1.5108369576163,0.130829996052656,0.356238739251724,0.0842678472056611,"u","A"
"43","FBgn0000120","2L",2438.86457085558,0.389360791152413,0.453701658789385,0.650043572849305,0.835471287729701,0.176653636813397,"u","A"
"44","FBgn0000121","3L",4620.80234429584,0.424918864284643,0.239918740996254,0.81039325189857,0.921710259932576,0.10194599894473,"u","A"
"45","FBgn0000137","X",2.13482528391284,0.886589783431136,-0.408287562361388,0.683062569463559,0.855567072582168,-0.36198358149161,"u","X"
"46","FBgn0000139","3R",1120.67100214897,0.0450551051236044,-1.39931769061755,0.161717736979037,0.402175445948783,-0.063046405652093,"u","A"
