"","gene_id","seqnames","baseMean","lfcSE","stat","pvalue","padj","l2fc","sex","region"
"1","FBgn0013162","2L",106680.350610506,0.0627807165540485,-1.08014489822365,0.280077661033283,0.729472407339994,-0.0678122706926803,"u","A"
"2","FBgn0013163","3R",97.908038602186,0.192572208240133,-0.0678075250165295,0.945938853455127,0.992181891292387,-0.0130578448277311,"u","A"
"3","FBgn0013164","2L",127.16635429931,0.2645625816661,-0.637729567393847,0.5236497349798,0.883732666712871,-0.168719380754521,"u","A"
"4","FBgn0013165","2R",88.9442969097727,0.22826619356518,-3.65379132700067,0.000258396297519967,0.00585178511711167,-0.834037038295911,"f","A"
"5","FBgn0013166","2R",47.9036319858591,0.360581455782167,-2.40268217086045,0.0162753259082063,0.147330396832729,-0.866362634950717,"u","A"
"6","FBgn0013168","3R",4987.1968056016,0.0702876048557732,-1.81244540913433,0.0699174018275178,0.377292080745807,-0.127392446739894,"u","A"
"7","FBgn0013171","2L",23549.3468967906,0.0516688557312275,0.705463914458478,0.480521581001128,0.864203436172672,0.0364505132197421,"u","A"
"8","FBgn0013174","X",43.3231007386676,0.253597646782647,2.40597297247994,0.0161294579617589,0.146517379800704,0.610149084043561,"u","X"
"9","FBgn0013176","X",30.8962956835208,0.463142303816652,1.32353865910911,0.185656308918852,0.608990398036337,0.612986743770193,"u","X"
"10","FBgn0013924","2L",51437.8734168052,0.0773938000127124,2.21662231713033,0.0266489112290226,0.207365787318253,0.1715528243157,"u","A"
"11","FBgn0013927","3R",11.8349797632186,0.4120573671287,-1.2261031709778,0.220159852724593,0.66325680402237,-0.505224844461264,"u","A"
"12","FBgn0015215","3R",406.907183110133,0.300419279050405,-0.299844615142533,0.764295682166871,0.955051138014148,-0.0900791031082658,"u","A"
"13","FBgn0015691","X",239.473758574402,0.123192220387493,3.15879612881579,0.00158422270671684,0.0257069563793766,0.389139108860235,"m","X"
"14","FBgn0017652","2L",21176.6376551151,0.050610205022835,2.26691583854944,0.0233953674837802,0.191463022990313,0.114729075358499,"u","A"
"15","FBgn0017654","3L",6.47025649538803,0.603615072672499,-0.282563532855755,0.777511438070151,0.958442273183918,-0.170559607419324,"u","A"
"16","FBgn0020061","2L",3440.96454284955,0.0710515224544146,-1.10968059342092,0.267136688393899,0.719031071759625,-0.0788444956006748,"u","A"
"17","FBgn0020062","X",2.40791372669175,1.39127044229776,-0.547819380663552,0.583815929655014,0.907672432396994,-0.762164912035063,"u","X"
"18","FBgn0020063","3R",105.10884008906,0.142070780664959,0.813336418246682,0.41602520240755,0.830565692550277,0.115551339883547,"u","A"
"19","FBgn0020664","3R",191.766659854928,0.497023489151591,1.19706352432012,0.23128179575183,0.68023935247797,0.594968689593688,"u","A"
"20","FBgn0020944","3L",6314.07624138392,0.0740921090252192,0.605322487251058,0.544964742708184,0.892131371617409,0.0448496197208223,"u","A"
"21","FBgn0020945","X",763.932235649171,0.214794642518041,1.43367241220838,0.151665768476091,0.555374928612617,0.307945153268278,"u","X"
"22","FBgn0020949","2R",197.75710195456,0.173039369357058,-2.48517601961303,0.0129487391430334,0.126447602066827,-0.430033291175122,"u","A"
"23","FBgn0020950","X",26517.1649935724,0.0662743932932791,1.07720065796561,0.281390631408301,0.730179255235699,0.0713908200617916,"u","X"
"24","FBgn0022409","4",3108.07785156494,0.135921736330709,0.39718414285016,0.691231674703344,0.939546871339039,0.0539859583392179,"u","A"
"25","FBgn0022412","3R",3706.28425144075,0.0865527758591366,2.00173165458283,0.045313600004503,0.292191524820396,0.173255431229246,"u","A"
"26","FBgn0022414","3R",499.10134385127,0.103096378477092,0.77607684248486,0.43770361598352,0.843775058468824,0.0800107118801257,"u","A"
"27","FBgn0022418","3R",3659.26454442614,0.0342629563125661,-2.85500493243404,0.00430361605478197,0.0564151665464682,-0.0978209092721485,"u","A"
"28","FBgn0022816","X",2544.9989237293,0.0417109673909075,-3.72605815611031,0.00019449754757406,0.00466190745873226,-0.155417490246142,"f","X"
"29","FBgn0022818","X",184.274012047934,0.228324125688327,-3.85489611688397,0.000115778781190171,0.00309096400596118,-0.880165785506858,"f","X"
"30","FBgn0022822","2R",16617.4816099605,0.0411637560673529,-1.11459596258851,0.265023601265443,0.71642004581634,-0.0458809563176497,"u","A"
"31","FBgn0022824","3R",390.655440622731,0.148269443695596,0.536696079669822,0.591477564457603,0.909193424125291,0.079575629166252,"u","A"
"32","FBgn0022825","2L",145.296210711527,0.171513841067867,0.90619294842345,0.364833734731662,0.800020038187043,0.155424633332722,"u","A"
"33","FBgn0022826","4",1105.28576700875,0.150779284846218,-0.296371263833533,0.766946568211401,0.955051138014148,-0.0446866472097898,"u","A"
"34","FBgn0022829","3L",18565.7016689109,0.0842235544649004,0.89248387412849,0.372133632414689,0.803678931563127,0.0751681641817061,"u","A"
"35","FBgn0024766","2L",11.9393847848564,0.443325628698753,0.100231610232147,0.920160451033609,0.98856074467096,0.044435241621655,"u","A"
"36","FBgn0025012","3R",14887.9941261648,0.0835767489861349,0.993175294031912,0.320624536047207,0.767702551805052,0.0830063622485358,"u","A"
"37","FBgn0025015","2R",98.0771097828929,1.07714902395737,-0.203308893774482,0.838893604469485,0.975954540958755,-0.218993976491035,"u","A"
"38","FBgn0027797","3R",2.68076711434191,1.20883600188784,0.525658127650384,0.599125761685679,0.912651034740362,0.63543446938874,"u","A"
"39","FBgn0028749","X",18.5959284573829,0.612248612693667,-7.20579597613647,5.77057519915114e-13,6.42343264752968e-11,-4.41173858974316,"f","X"
"40","FBgn0028750","3L",13980.1157335841,0.085092688310552,-0.305931444647221,0.75965684369622,0.954312151866906,-0.0260325290637629,"u","A"
"41","FBgn0029186","X",18165.7653820826,0.0781660071477208,-0.537366149226989,0.591014720973906,0.909068033117873,-0.04200376626142,"u","X"
"42","FBgn0029187","X",28952.2790097083,0.086794043589683,0.0600010670796733,0.95215478481657,0.992426564079447,0.00520773523154066,"u","X"
"43","FBgn0029191","3R",2285.87402923139,0.0993038919413966,1.55293506212171,0.120438649274313,0.497785292076179,0.154212495600941,"u","A"
"44","FBgn0041637","X",899.20769470556,0.147379095006772,-0.450677445945661,0.652222040003562,0.928564545355169,-0.0664204341234348,"u","X"
"45","FBgn0041638","X",2369.28848354929,0.0905420027403289,5.3825897608723,7.34217430848923e-08,4.24843434105754e-06,0.487350456878966,"m","X"
"46","FBgn0041639","3R",481.46850466174,0.13057944995222,-2.24976292561151,0.0244639986415452,0.195221520143801,-0.293772805349248,"u","A"
"47","FBgn0041640","3R",15993.8493093299,0.123166776167559,-0.332886829097434,0.739219711852149,0.950540283495595,-0.0410005975685722,"u","A"
"48","FBgn0041642","3R",13219.6213079795,0.092759980475812,-0.637652985265349,0.523699596387231,0.883732666712871,-0.059148678463557,"u","A"
"49","FBgn0041643","X",7141.5436546256,0.0985051259618779,-1.00067106036015,0.316985862904566,0.764666539807434,-0.0985712288471822,"u","X"
"50","FBgn0041644","3R",4035.98188688376,0.0397756913239843,0.295378584458141,0.767704690991561,0.955051138014148,0.0117488873991224,"u","A"
"51","FBgn0041645","3R",64411.3874903686,0.0751193526393279,1.62745951450103,0.103639540400495,0.466198165789967,0.122253705176032,"u","A"
"52","FBgn0041646","3R",5318.02110643049,0.0529943808644714,-0.506917149766524,0.612212951932068,0.915750033532092,-0.0268637605014595,"u","A"
"53","FBgn0041647","X",34061.3266248079,0.0714971446461911,1.03424256812936,0.301022778376072,0.749240989046908,0.0739453904927932,"u","X"
"54","FBgn0041648","3R",15621.9720245429,0.0533080390445385,2.40891058619896,0.0160002174265877,0.145643004780478,0.128414299583896,"u","A"
"55","FBgn0042715","3L",121.746257751814,0.163911233239097,-0.1601176981736,0.872788359916745,0.982063867679226,-0.0262450893710402,"u","A"
"56","FBgn0042719","3R",3486.32233786881,0.486170498432987,1.36461409930858,0.172374370976394,0.591462485694534,0.663435116829531,"u","A"
"57","FBgn0042722","X",1169.43550838444,0.0672657794982869,2.32493987543388,0.0200751753844411,0.171671503043381,0.15638889300771,"u","X"
"58","FBgn0042723","X",1516.10356623132,0.0620111605021995,-2.10772440291698,0.0350548352082371,0.248715903693423,-0.130702436243687,"u","X"
"59","FBgn0042724","X",52.7141980595149,0.221953605660477,4.44385789180485,8.83599789998813e-06,0.000320610034299293,0.986330282128853,"m","X"
"60","FBgn0042725","2L",2.1231605933506,1.33318058518631,1.12685144050335,0.259805297208974,0.712281899152552,1.50229646286829,"u","A"
"61","FBgn0043389","3R",8776.12318086776,0.107466837121052,-12.3895169142251,2.97832095136236e-35,1.15059546165131e-32,-1.33146219622955,"f","A"
"62","FBgn0043598","X",3495.85574580137,0.0781504514681269,-4.50488419749484,6.64091470390138e-06,0.000249224041816413,-0.352058733845853,"f","X"
"63","FBgn0043601","3R",103.527290778724,0.158069650863615,-0.658047119565986,0.510507853817726,0.878836259488314,-0.104017278441603,"u","A"
"64","FBgn0043602","3R",1509.79926715234,0.085848846459606,1.65258641859676,0.0984150640231433,0.455329998571324,0.141872637711343,"u","A"
"65","FBgn0043603","X",1260.50432135974,0.0519706535741642,10.4843806399049,1.0191118528933e-25,2.96414034929884e-23,0.544880114176172,"m","X"
"66","FBgn0043604","X",22532.3066394547,0.114310968537504,-0.942761977887011,0.345802663903791,0.787811920365839,-0.107768034792597,"u","X"
"67","FBgn0044135","2R",14861.0279278634,0.0585584636174533,-2.53397957070273,0.0112775306311451,0.114499568443166,-0.148385950498366,"u","A"
"68","FBgn0044136","2R",284.913066920656,0.180901067974629,-4.19699882796661,2.70475332562537e-05,0.000856070721255161,-0.759241570267426,"f","A"
"69","FBgn0044479","3L",27.970123147932,0.27489126077173,1.08160796938311,0.279426761847908,0.729472407339994,0.297324578364473,"u","A"
"70","FBgn0044885","3L",1.81946050972493,1.80140203036776,-0.487703794918726,0.625759663367677,0.918904965434359,-0.878550606384654,"u","A"
"71","FBgn0045505","2L",15799.3730242011,0.156735539260733,-0.680605247295662,0.496121305780735,0.870879214434921,-0.10667503045857,"u","A"
"72","FBgn0046713","X",513.297694469727,0.131764139200613,9.86953667098361,5.64246337858411e-23,1.34752284504913e-20,1.30045100376104,"m","X"
"73","FBgn0046889","X",1689.82881302367,0.0538214781129727,-1.3760015704423,0.168821147061707,0.586320932484273,-0.0740584384069762,"u","X"
"74","FBgn0046891","3R",17015.8837187275,0.0695663154289862,-2.44281950364256,0.0145730237226592,0.137482625046944,-0.169937952126478,"u","A"
"75","FBgn0046892","3L",7845.21848225669,0.078809501782663,-0.326560983874622,0.743999957288856,0.950635738917974,-0.0257361084408152,"u","A"
"76","FBgn0061211","2R",5.83431060541969,0.578239119726347,0.470725828009725,0.637836537758888,0.923270222977972,0.2721920884208,"u","A"
"77","FBgn0064246","2R",4366.85384394426,0.0679697041481566,-1.17691702021284,0.239228627998299,0.690456609263383,-0.079994701670797,"u","A"
