"","gene_id","seqnames","baseMean","lfcSE","stat","pvalue","padj","l2fc","sex","region"
"1","FBgn0012824","Scf_2L",23860.2579408211,0.725147094188005,-2.34813634111504,0.0188676134681837,0.102241937954942,-1.70274424451683,"u","A"
"2","FBgn0012825","Scf_2L",63665.3683461543,1.24858271723647,0.514425268201333,0.606954696723587,0.819238965730875,0.64230249918592,"u","A"
"3","FBgn0012826","Scf_2R",264.904894163755,0.304984344801107,0.198138852886814,0.842936427181005,0.939856478093126,0.060429248227328,"u","A"
"4","FBgn0012827","Scf_2R",42.2928692008837,0.527868201801711,0.0684753884623536,0.945407211242723,0.980506036756144,0.0361459801752963,"u","A"
"5","FBgn0012832","Scf_3L",1558.40649596361,0.170748435631693,0.964815304640932,0.334637328838958,0.619468441836481,0.164740703940955,"u","A"
"6","FBgn0012837","Scf_2L",16340.2006330255,0.0494621551283853,0.0686595268357352,0.945260635046784,0.980506036756144,0.00339604816739067,"u","A"
"7","FBgn0012838","Scf_3R",11128.9068339098,0.206596643342928,0.807111796853329,0.419602076143095,0.692650461895533,0.166746588032377,"u","A"
"8","FBgn0012840","Scf_3L",62284.297101209,0.208980301040612,-0.824492192880221,0.409659949994539,0.683771595206982,-0.172302626673743,"u","A"
"9","FBgn0012844","Scf_3R",330.500518636799,0.439761038300431,-0.571216191574846,0.567853103880289,0.798199424272715,-0.251198625500973,"u","A"
"10","FBgn0012845","Scf_3R",11761.1634251763,0.0807514193195864,-2.23136917020397,0.0256566852747171,0.125619939523753,-0.180186227519939,"u","A"
"11","FBgn0012846","Scf_X",2805.07031035209,0.0540202712510059,-6.61415454404718,3.73681198853296e-11,2.67319993193106e-09,-0.357298422565502,"f","X"
"12","FBgn0012849","Scf_X",863.688202393454,0.103853422460937,2.88727576062043,0.00388593487173252,0.0324609559543863,0.299853469328937,"m","X"
"13","FBgn0012851","Scf_3L",57163.8812822673,0.113693532661777,-2.49078646098713,0.0127460700024596,0.0774565185314321,-0.283186311855751,"u","A"
"14","FBgn0012854","Scf_3L",19619.1401215953,0.0678518625715682,1.42507876400681,0.154134434467626,0.397032125903921,0.0966942484490505,"u","A"
"15","FBgn0012859","Scf_X",35360.1007246145,0.139532913986455,-50.2596823160934,0,0,-7.01287992959799,"f","X"
"16","FBgn0012860","Scf_X",324.241139996015,0.171245985964398,3.83146862659114,0.000127380619497218,0.00206075440914686,0.656123622652258,"m","X"
"17","FBgn0012866","Scf_4",665.411417124083,0.0850225621516876,-3.72522343047335,0.000195142300854278,0.00293374017603068,-0.316728040646343,"f","A"
"18","FBgn0012901","Scf_3L",1541.37063844806,0.0783933759513268,-5.72438431930656,1.03809513086039e-08,5.05253698622873e-07,-0.448753812033279,"f","A"
"19","FBgn0012903","Scf_X",12.8949675238366,0.515499188701851,-2.61906599054096,0.00881708891873755,0.0590706164580915,-1.35012639328048,"u","X"
"20","FBgn0012904","Scf_X",3026.60194137807,0.0481598108777447,-0.525059003844188,0.599542174075171,0.815963906194539,-0.0252867423247931,"u","X"
"21","FBgn0013875","Scf_3R",12.3141652503608,0.518508636217747,0.206372299695548,0.836500106741047,0.93736907461657,0.107005819668259,"u","A"
"22","FBgn0013883","Scf_2L",14617.1517540521,0.0465462969016975,-1.96522145652133,0.0493886116120658,0.195159237426443,-0.0914737813928281,"u","A"
"23","FBgn0013884","Scf_X",188.252210336834,0.207471009284872,-1.87396009577436,0.0609359253460662,0.224590604517192,-0.388792392429881,"u","X"
"24","FBgn0014814","Scf_3R",65.87672359563,0.268133931271176,-0.275880200877282,0.782640081410986,0.914409802450915,-0.0739728428211072,"u","A"
"25","FBgn0015169","Scf_X",193.734306552601,0.110311511052759,4.45694549413157,8.31357302276831e-06,0.00020144000879093,0.491652392137437,"m","X"
"26","FBgn0015670","Scf_2L",4344.26293444508,0.0635694967162094,1.38680793287683,0.165500337497727,0.414684555098324,0.0881586823350268,"u","A"
"27","FBgn0015673","Scf_2L",86.8881953626428,0.163435414087285,-1.37565872608876,0.168927315929373,0.420044853624913,-0.224831353541105,"u","A"
"28","FBgn0016334","Scf_2L",18381.1703054761,0.0444744512866968,-1.69592628613492,0.0898998408719531,0.28510633854631,-0.0754253909985363,"u","A"
"29","FBgn0016343","Scf_X",13564.5826414088,0.123288723634639,-9.00625807766287,2.13207062674049e-19,3.5508970016292e-17,-1.11037006311922,"f","X"
"30","FBgn0016346","Scf_3L",523.419124217206,0.164100601737287,-1.56811159265157,0.116855091553092,0.336092396347654,-0.257328055945339,"u","A"
"31","FBgn0016348","Scf_3R",766.412694083202,0.120997697762869,0.395577260352765,0.692416915183955,0.871913418209329,0.0478639377900277,"u","A"
"32","FBgn0016352","Scf_X",379.330334266288,0.117671140190842,-1.62641660482336,0.103861060837068,0.31255083214633,-0.191382296314882,"u","X"
"33","FBgn0016353","Scf_3R",363.918196854487,0.10801941215948,0.900105097904087,0.36806432333455,0.649219493795381,0.0972288235573504,"u","A"
"34","FBgn0018225","Scf_X",546.601995647429,0.379186793814062,1.41206061570581,0.157932113960082,0.402153872556677,0.535434737540598,"u","X"
"35","FBgn0018281","Scf_4",5237.55012889116,0.0527258335085363,-0.513063592973624,0.60790683752671,0.820004933079879,-0.0270517055824187,"u","A"
"36","FBgn0018282","Scf_X",63.1804365897089,0.267600733692706,-4.8082382725405,1.52266213406095e-06,4.55900440644824e-05,-1.28668808950118,"f","X"
"37","FBgn0018304","Scf_2L",41.9112189421711,0.283824466907878,0.0684136814504809,0.945456331125093,0.980506036756144,0.0194174766668881,"u","A"
"38","FBgn0018327","Scf_3R",3434.13300664754,0.0494531141101055,1.91763652754852,0.0551571151026545,0.210485369918546,0.0948330980185636,"u","A"
"39","FBgn0020076","Scf_2L",2991.28582792588,0.0788406569744454,-0.739425614099394,0.45964859344439,0.722198460719893,-0.058296801199329,"u","A"
"40","FBgn0020078","Scf_3R",238.65836089791,0.295057496198502,1.45040018854607,0.14694695456308,0.386742614490831,0.427951448118238,"u","A"
"41","FBgn0020081","Scf_3R",297.934977301237,0.099885940453091,0.656322483871253,0.511616653964543,0.761670411738613,0.0655573885419888,"u","A"
"42","FBgn0020700","Scf_3R",9942.71103583726,0.0604759371087942,3.20507670080183,0.00135026493665401,0.0141379901373233,0.193830016986553,"m","A"
"43","FBgn0021123","Scf_2R",1887.679877567,0.0699846911998045,-0.454474293491674,0.649487490136046,0.844409967216613,-0.0318062430882642,"u","A"
"44","FBgn0022481","Scf_3R",3572.47486095389,0.611917474598579,-0.605139984152124,0.54508598893078,0.782439356974139,-0.370295730880992,"u","A"
"45","FBgn0022482","Scf_3R",14245.2063779195,0.573037688254666,-0.659566680098432,0.509531942444749,0.76012609860302,-0.37795656561341,"u","A"
"46","FBgn0022505","Scf_3L",2219.71769417321,0.0714335098935383,-1.64922764509175,0.0991010063843189,0.30258310714708,-0.117810119302358,"u","A"
"47","FBgn0022516","Scf_3R",41415.0786193581,0.084658235245327,-1.99105665367237,0.0464746591654895,0.187607441409074,-0.168559342573369,"u","A"
"48","FBgn0022517","Scf_4",83095.369276306,0.050465126698566,3.52626239269633,0.000421469167807663,0.00557374672414625,0.177953278419809,"m","A"
"49","FBgn0024395","Scf_X",382.703455937515,0.11436592423092,5.10652107520439,3.28144027350822e-07,1.13561272322481e-05,0.584012002370423,"m","X"
"50","FBgn0024778","Scf_2R",1872.34244668581,0.0637403810634874,0.320904182117863,0.748283004549309,0.899707700174842,0.0204545548530593,"u","A"
"51","FBgn0025027","Scf_3R",13.8604425829193,0.691770329876487,-0.337660691380243,0.735618900349245,0.893556906988331,-0.233583647862434,"u","A"
"52","FBgn0025029","Scf_3R",8844.07479552646,0.0763240112811407,-2.23340739104157,0.0255220912279662,0.125258208725603,-0.17046261090924,"u","A"
"53","FBgn0025030","Scf_3R",10987.3646835885,0.197944965598175,-0.642389180326552,0.52062052305365,0.767141884609842,-0.127157704200379,"u","A"
